Matriz,Zona ,Lugar de Muestreo,Punto de Monitoreo,Barrido,Fecha,Hora,Altitud(msnm),latitud,longitud,Caudal (L/s),pH,Temperatura Ambiente (°C),Temperatura Muestra (°C),Oxígeno disueltomg O2/L,DQOmg O2/L,DBO5mg O2/L,Conductividad(25 °C)µs/cm,Fósforo Totalmg P/L,Nitrógeno Totalmg N/L,Nitrógeno Total Kjeldahlmg N/L,Nitratosmg NO3  N/L,Nitritosmg NO2  N/L,Grasas y Aceitesmg/L,Sólidos suspendidos Totales mg/L,Sólidos suspendidos volátiles mg/L,Sólidos Totalesmg/L,Turbidez NTU,Fenolesmg Fenol/L,Cromomg Cr /L,Cianuro mg CN/L,Mercuriomg Hg/L,Sulfurosmg S2/L ,Coliformes TotalesNMP/100 mL,Coliformes FecalesNMP/100 mL,ÍNDICE DE CALIDAD DE AGUA ICA,Tramo Acuerdo 39 de 2015,Longitud del tramo (Km)
Red Calidad Agua,Escarpa,Quebrada Chapinero,QCH-B-01,10/01/2016 12:00:00 AM,2016-10-28T00:00:00,,657,"  7° 8'32.04""N"," 73° 9'5.63""W",84,7.99,31.5,25.3,6.08,16.2,7.5,162.5,0.7,1.17,<1.0,1,0.173,<6.3,34.7,<10,186,2.2,-,-,-,-,-,470000,78000,0.63,QCH-B-01,0.548
Red Calidad Agua,Escarpa,Quebrada La Picha,QLP-B-01,10/01/2016 12:00:00 AM,2016-10-28T00:00:00,,659,"  7° 8'55.76""N"," 73° 8'56.34""W",20,7.74,31.8,26.9,2.55,345.0,157,577,14.6,28.6,27.5,0.91,0.226,<6.3,14920,1610.0,16196,28680,-,-,-,-,-,920000,220000,0.25,QLP-B-01,0.188
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-02,10/01/2016 12:00:00 AM,2016-10-31T00:00:00,,658,"  7° 9'28.88""N"," 73° 7'45.38""W",1066,7.56,24.2,21.5,5.98,29.5,9.9,257,0.8,4.9,4.6,0.2,0.069,<6.3,23.7,<10,168,18.4,-,-,<0.025,<0.0005,-,240000,220000,0.53,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-01,10/01/2016 12:00:00 AM,2016-10-31T00:00:00,,617,"  7° 9'58.10""N"," 73° 8'35.70""W",4784,7.43,27.4,22.8,5.59,20.7,8.9,220,0.4,1.73,1.5,0.22,0.058,<6.3,25.2,<10,142,24.5,-,-,<0.025,<0.0005,-,410000,170000,0.55,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Las Nieves,QN-G-01,10/01/2016 12:00:00 AM,2016-10-31T00:00:00,,713,"  7° 3'58.97""N"," 73°10'3.13""W",0.264,8.48,31.4,29.1,7.74,23.9,9,488,0.3,<1.10,<1.0,0.78,0.026,<6.3,22.5,<10,268,13.5,-,-,-,-,-,350000,24000,0.52,QN-G-01,0.053
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada La Palmira,QP-P-01,10/01/2016 12:00:00 AM,2016-10-31T00:00:00,,997,"  6°59'26.21""N"," 73° 3'34.26""W",187.1,7.19,22.3,24.5,4.21,84.5,33.6,168.7,0.7,6.38,5.8,0.53,0.079,<6.3,332,40.8,356,255,-,-,-,-,-,490000,210000,0.38,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Soratoque,QSO-P-01,10/01/2016 12:00:00 AM,2016-10-31T00:00:00,,987,"  6°59'27.90""N"," 73° 3'26.87""W",45.5,7.55,23.5,22.1,4.31,33.5,13.9,545,0.8,6.47,4.7,1.33,0.44,<6.3,11.7,<10,304,11.4,-,-,-,-,-,350000,170000,0.47,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-07,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,1026,"  6°59'23.24""N"," 73° 2'26.97""W",3567,7.21,27.1,27.1,7.77,<15,"<2,0",97.8,0.1,"<1,10","<1,0",0.21,"<0,005","<6,3",80.5,<10,118,49.8,-,-,-,-,-,450,<180,0.72,RO-P-07_RO-P-06,3.977
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,911,"  6°58'5.63""N"," 73° 3'37.30""W",1288,7.23,18.9,18.9,7.58,<15,2.2,104.9,0.1,"<1,10","<1,0",0.27,0.009,"<6,3",63,<10,104,47.8,-,-,-,-,-,16000,790,0.78,RO-P-07_RO-P-06 / RO-P-06_RO-P-06A,8.03
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06A,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,868,"  6°58'17.31""N"," 73° 5'29.10""W",6191,7.72,20.2,20.2,3.94,76.7,20.7,318,1.5,12.5,11.7,0.56,0.238,<6.3,263,27.5,286,215,-,-,-,-,-,350000,140000,0.35,RO-P-06_RO-P-06A,4.053
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-04,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,719,"  7° 2'55.60""N"," 73°10'4.04""W",9454,7.49,23.4,23.4,5.71,<15,4.5,139.3,0.3,2.41,1.3,0.85,0.217,<6.3,52.5,<10,148,56.2,-,-,-,-,-,9200,11000,0.65,RO-G-05_RO-G-04 / RO-G-04_RO-G-03,10.026
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-03,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,653,"  7° 5'52.72""N"," 73°10'20.48""W",4974,7.56,26.1,26.1,3.05,151.0,37.7,398,1.8,14,13.2,0.59,0.175,8.4,130,19.7,314,76.1,-,-,-,-,-,920000,170000,0.37,RO-G-04_RO-G-03 / RO-G-03_RO-B-02 ,10.783999999999999
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-02,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,653,"  7° 7'31.56""N"," 73° 9'39.31""W",19448,7.54,27.6,27.6,3.15,121.0,30.3,324,1.8,13.1,12.4,0.52,0.174,6.8,306,30.3,374,178,-,-,-,-,-,540000,210000,0.3,RO-G-03_RO-B-02 / RO-B-02_RO-B-01 ,9.171
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,615,"  7° 9'57.14""N"," 73° 8'38.93""W",20975,7.58,26.5,26.5,5.12,93.0,33.1,206.4,0.9,7.84,7.5,0.36,0.035,<6.3,93.3,12.8,166,44.6,-,-,-,-,-,1600000,220000,0.48,RO-B-02_RO-B-01,5.286
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-04,11/01/2016 12:00:00 AM,2016-11-17T00:00:00,,975,"  7° 4'4.58""N"," 73° 4'29.57""W",989.9,7.06,19.4,19.4,7.77,<15,3.4,60.8,0.1,<1.10,<1.0,0.69,0.005,<6.3,68.6,<10,84,44.9,-,-,-,-,-,330,20,0.84,RF-F-04_RF-F-03,5.794
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-03,11/01/2016 12:00:00 AM,2016-11-17T00:00:00,,786,"  7° 3'53.50""N"," 73° 7'10.95""W",1169.1,7.36,21.4,21.4,7.81,<15,4.3,79.6,0.1,1.68,1.1,0.6,0.022,<6.3,78,<10,104,58.8,-,-,-,-,-,16000,1300,0.77,RF-F-04_RF-F-03 / RF-F-03_RF-F-02,6.763
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-02,11/01/2016 12:00:00 AM,2016-11-17T00:00:00,,764,"  7° 3'54.12""N"," 73° 7'31.19""W",1484.1,7.46,21.4,21.4,7.38,17.0,5.6,111.3,0.4,1.83,1.1,0.72,0.046,<6.3,73,<10,140,71.6,-,-,-,-,-,16000,2200,0.69,RF-F-03_RF-F-02 / RF-F-02_RF-G-02A ,4.58
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-02A,11/01/2016 12:00:00 AM,2016-11-17T00:00:00,,764,"  7° 3'33.17""N"," 73° 9'7.94""W",2212.5,7.45,24.6,24.6,3.94,112.0,44,393,3.3,21.3,20.7,0.52,0.069,<6.3,114,25.0,310,54.5,-,-,-,-,-,1600000,210000,0.4,RF-F-02_RF-G-02A /  RF-G-02A_RF-G-01,6.219
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-01,11/01/2016 12:00:00 AM,2016-11-17T00:00:00,,701,"  7° 3'53.70""N"," 73° 9'54.01""W",2055.3,7.53,24.1,24.1,4.53,95.5,39.4,392,0.7,20.3,19.7,0.53,0.067,<6.3,125,22.8,334,69.1,-,-,-,-,-,430000,58000,0.47,RF-G-02A_RF-G-01,2.608
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-01,11/01/2016 12:00:00 AM,2016-11-17T00:00:00,,779,"  7° 3'54.54""N"," 73° 7'10.46""W",204.2,7.57,22.6,22.6,6.89,28.3,6.2,184.8,0.1,2.28,1.2,0.94,0.114,<6.3,144,21.5,346,216,-,-,-,-,-,92000,13000,0.62,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-01,11/01/2016 12:00:00 AM,2016-11-17T00:00:00,,819," 7° 3'28.82""N"," 73° 6'18.48""W",296.6,7.46,23.6,23.6,6.3,<15,7.1,205.3,0.2,2.55,1.4,0.8,0.355,<6.3,26.8,<10,150,32.5,-,-,-,-,-,2400,45,0.8,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-02,11/01/2016 12:00:00 AM,2016-11-17T00:00:00,,913,"  7° 5'5.92""N"," 73° 5'2.73""W",455,7.37,23.2,23.2,6.1,26.7,10.6,218.2,0.2,3.74,3.1,0.57,0.086,<6.3,44,<10,155,34.8,-,-,-,-,-,540000,94000,0.62,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-02,11/01/2016 12:00:00 AM,2016-11-17T00:00:00,,897,"  7° 3'25.31""N"," 73° 4'58.74""W",131.6,7.48,19.9,19.9,5.71,<15,3.8,140.2,0.2,<1.10,<1.0,0.76,0.009,<6.3,40,<10,139,52.5,-,-,-,-,-,9200,490,0.73,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Flora,QLF-B-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,1009,"  7° 7'9.27""N"," 73° 6'17.28""W",238.7,7.86,19.2,19.2,7.28,22.8,8.3,134.8,0.1,2.53,2.1,0.44,0.022,<6.3,51.4,<10,132,63,-,-,-,-,-,920000,34000,0.71,QLF-B-01,1.893
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Cascada,QLC-B-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,947,"  7° 6'18.14""N"," 73° 6'18.88""W",64,7.8,22.1,22.1,5.8,25.3,8.7,349,0.8,2.9,1.3,1.23,0.38,<6.3,<10,<10,196,8.68,-,-,-,-,-,540000,170000,0.5,QLC-B-01,0.402
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-03,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,846,"  7° 5'35.55""N"," 73° 7'9.84""W",39.9,7.73,25.1,25.1,5.9,61.2,16,345,0.6,8.65,8.0,0.39,0.315,<6.3,59,<10,228,49.9,-,-,-,-,-,540000,210000,0.52,QLI-B-03 /  QLI-B-03_QLI-B-02,6.556000000000001
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Macho,QM-B-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,827," 7° 5'30.18""N"," 73° 7'18.08""W",4.09,7.66,26.9,26.9,6.69,<15,6.6,257,0.3,2.76,1.5,1.14,0.157,<6.3,<10,<10,146,2.79,-,-,-,-,-,160000,200,0.77,QMB-B-01,0.158
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Guacamaya,QG-B-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,845,"  7° 5'33.63""N"," 73° 7'23.76""W",9.9,7.41,24.2,24.2,4.33,29.4,9.1,392,0.7,2.37,<1.0,2.2,0.166,<6.3,<10,<10,236,2.99,-,-,-,-,-,430000,17000,0.48,QG-B-01,0.083
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-02,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,743,"  7° 4'58.93""N"," 73° 9'8.89""W",207.3,8.11,24.7,24.7,5.9,49.0,14.3,441,0.5,9.53,8.7,0.66,0.192,<6.3,17.5,<10,256,11.6,-,-,-,-,-,920000,35000,0.55,QLI-B-03_QLI-B-02 /  QLI-B-02_QLI-G-01,6.853
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Carrasco,QC-B-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,758,"  7° 4'58.23""N"," 73° 9'9.33""W",0.559,8.34,26.3,26.3,0,1922.0,707,6980,8.5,453,453.0,0.37,<0.005,<6.3,105,51.0,4146,135,-,0.14,-,-,-,540000,210000,0.36,QC-B-01,0.02
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-G-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,710,"  7° 4'45.36""N"," 73°10'11.15""W",273.8,7.98,26.5,26.5,3.44,135.0,62,626,1.3,24.6,24.5,0.13,0.009,6.4,63,10.7,360,30.8,-,<0.05,-,-,-,1600000,280000,0.47,QLI-B-02_QLI-G-01,2.296
Red Calidad Agua,Escarpa,Quebrada Chimitá,QCA-B-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,689,"  7° 5'47.94""N"," 73° 9'56.19""W",664.9,8.2,28,28,3.84,211.0,80.7,724,4.7,42,41.7,0.31,0.029,8,890,88.5,1346,791,-,-,-,-,-,920000,220000,0.29,QCA-B-01,0.778
Red Calidad Agua,Escarpa,Quebrada Cuyamita,QCY-B-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,673,"  7° 6'38.29""N"," 73° 9'39.13""W",26,7.81,24.1,24.1,5.41,84.0,24.8,713,0.1,20.5,19.8,0.54,0.155,<6.3,533,45.5,940,841,-,-,-,-,-,580000,170000,0.4,QCY-B-01,1.089
Red Calidad Agua,Escarpa,Quebrada Argelia,QA-B-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,669,"  7° 7'52.72""N"," 73° 9'18.44""W",12,7.92,23.7,23.7,5.61,40.8,11.8,681,1.7,20.7,17.8,1.84,1.02,<6.3,14.1,<10,380,12,-,-,-,-,-,340000,92000,0.53,QA-B-01,0.266
Red Calidad Agua,Escarpa,Quebrada Las Navas,QLN-B-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,650,"  7° 8'15.31""N"," 73° 9'11.20""W",94,8.01,24.1,24.1,5.41,155.0,42.8,824,2.0,21.7,20.2,0.35,1.12,11.8,35.6,<10,474,12.9,-,-,-,-,-,520000,210000,0.5,QLN-B-01,0.24
Red Calidad Agua,Escarpa,Quebrada Chapinero,QCH-B-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,657,"  7° 8'32.04""N"," 73° 9'5.63""W",80,7.94,24.5,24.5,4.82,201.0,83.1,684,2.5,26.5,25.2,0.38,0.9,6.6,54,11.5,466,19.8,-,-,-,-,-,240000,170000,0.48,QCH-B-01,0.548
Red Calidad Agua,Escarpa,Quebrada La Picha,QLP-B-01,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,659,"  7° 8'55.76""N"," 73° 8'56.34""W",23,7.58,26,26,4.33,316.0,136,637,13.8,25.7,23.9,1.56,0.21,<6.3,8910,635.0,10278,8260,-,-,-,-,-,920000,210000,0.29,QLP-B-01,0.188
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-02,11/01/2016 12:00:00 AM,24/11/2016,,658,"  7° 9'28.88""N"," 73° 7'45.38""W",2987,7.67,21.3,21.3,7.77,<15,5.8,185.3,0.2,<1.10,<1.0,0.19,0.016,<6.3,57.6,<10,118,30.5,-,-,0.027,0.0039,-,16000,1300,0.68,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-01,11/01/2016 12:00:00 AM,24/11/2016,,617,"  7° 9'58.10""N"," 73° 8'35.70""W",6081,6.9,21.1,21.1,7.38,<15,3.3,185.2,0.3,<1.10,<1.0,0.16,0.006,<6.3,46,<10,144,28.9,-,-,<0.025,0.003,-,9200,2400,0.62,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Las Nieves,QN-G-01,11/01/2016 12:00:00 AM,24/11/2016,,713,"  7° 3'58.97""N"," 73°10'3.13""W",0.5,7.98,23.7,23.7,5.21,<15,3.2,451,0.2,3.76,1.1,2.6,0.039,<6.3,68.3,<10,266,97.1,-,-,-,-,-,35000,2200,0.62,QN-G-01,0.053
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada La Palmira,QP-P-01,11/01/2016 12:00:00 AM,24/11/2016,,997,"  6°59'26.21""N"," 73° 3'34.26""W",55,7.74,23.5,23.5,3.25,104.0,44.1,652,3.5,28.8,28.6,0.17,0.059,<6.3,38,<10,338,9.08,-,-,-,-,-,540000,170000,0.42,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Soratoque,QSO-P-01,11/01/2016 12:00:00 AM,24/11/2016,,987,"  6°59'27.90""N"," 73° 3'26.87""W",26,7.56,22,22,4.23,<15,4.7,382,0.4,3.82,1.6,1.85,0.355,<6.3,<10,<10,210,12.6,-,-,-,-,-,3500,130,0.7,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-07,12/01/2016 12:00:00 AM,2016-11-29T00:00:00,,1026,"  6°59'23.24""N"," 73° 2'26.97""W",1812,7.06,19.9,17.3,7.67,<15,"<2,0",93.4,0.1,"<1,10",-,0.26,0.006,"<6,3",25.5,14.5,80,15.9,-,-,-,-,-,2400,130,0.89,RO-P-07_RO-P-06,3.977
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06,12/01/2016 12:00:00 AM,2016-11-29T00:00:00,,911,"  6°58'5.63""N"," 73° 3'37.30""W",2192,6.95,19.6,18.4,6.49,<15,"<2,0",103.2,0.1,"<1,10",-,0.36,0.016,"<6,3",30.3,27.3,108,19,-,-,-,-,-,1300,490,0.79,RO-P-07_RO-P-06 / RO-P-06_RO-P-06A,8.03
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06A,12/01/2016 12:00:00 AM,2016-11-29T00:00:00,,868,"  6°58'17.31""N"," 73° 5'29.10""W",2447,7.08,24.1,21.4,0,132.0,55.2,256,2.1,14.8,-,0.17,0.104,6.7,38,32.5,188,32.4,-,-,-,-,-,350000,170000,0.36,RO-P-06_RO-P-06A,4.053
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-05,12/01/2016 12:00:00 AM,2016-11-29T00:00:00,,733,"  7° 1'41.00""N"," 73° 9'54.08""W",3519,7.24,28,24.2,4.82,16.1,6.1,189.5,0.5,4.98,-,1.22,0.737,<6.3,12.5,<10,116,14.9,-,-,-,-,-,1100,45,0.74,RO-G-05_RO-G-04,3.127
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-04,12/01/2016 12:00:00 AM,2016-11-29T00:00:00,,719,"  7° 2'55.60""N"," 73°10'4.04""W",3241,7.02,20,24.9,4.23,16.9,6.1,198.9,0.6,4.84,-,1.64,0.85,<6.3,17.3,<10,110,9.8,-,-,-,-,-,1300,220,0.71,RO-G-05_RO-G-04 / RO-G-04_RO-G-03,10.026
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-03,12/01/2016 12:00:00 AM,2016-11-29T00:00:00,,653,"  7° 5'52.72""N"," 73°10'20.48""W",4861,7.22,25.3,27,1.28,119.0,49.6,455,2.6,20.5,-,0.22,0.535,6.6,29.3,<10,290,34,-,-,-,-,-,920000,170000,0.38,RO-G-04_RO-G-03 / RO-G-03_RO-B-02 ,10.783999999999999
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-02,12/01/2016 12:00:00 AM,2016-11-29T00:00:00,,653,"  7° 7'31.56""N"," 73° 9'39.31""W",4999,7.54,26.7,26.4,2.75,87.5,32.2,459,2.6,20.1,-,0.37,0.33,<6.3,174,60.3,412,154,-,-,-,-,-,1600000,920000,0.35,RO-G-03_RO-B-02 / RO-B-02_RO-B-01 ,9.171
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-01,12/01/2016 12:00:00 AM,2016-11-29T00:00:00,,615,"  7° 9'57.14""N"," 73° 8'38.93""W",6279,7.22,26,26.2,2.16,171.0,79.1,503,3.0,23,-,0.36,0.615,<6.3,51,11.0,320,49,-,-,-,-,-,540000,24000,0.39,RO-B-02_RO-B-01,5.286
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-04,12/01/2016 12:00:00 AM,2016-12-01T00:00:00,,975,"  7° 4'4.58""N"," 73° 4'29.57""W",601.8,6.98,20.6,19.3,8.28,<15,2.1,81.6,0.1,<1.10,-,0.58,<0.005,<6.3,<10,<10,82,6.43,-,-,-,-,-,9200,270,0.9,RF-F-04_RF-F-03,5.794
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-03,12/01/2016 12:00:00 AM,2016-12-01T00:00:00,,786,"  7° 3'53.50""N"," 73° 7'10.95""W",616.9,7.38,26.7,21.3,8.32,<15,2.2,104.1,0.1,<1.10,-,0.69,0.046,<6.3,24.5,<10,108,18.2,-,-,-,-,-,5400,940,0.76,RF-F-04_RF-F-03 / RF-F-03_RF-F-02,6.763
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-02,12/01/2016 12:00:00 AM,2016-12-01T00:00:00,,764,"  7° 3'54.12""N"," 73° 7'31.19""W",756.9,7.41,25.8,23.4,7.95,<15,2.3,156.1,0.3,2.51,-,0.85,0.146,<6.3,21,<10,136,14.1,-,-,-,-,-,3500,790,0.78,RF-F-03_RF-F-02 / RF-F-02_RF-G-02A ,4.58
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-02A,12/01/2016 12:00:00 AM,2016-12-01T00:00:00,,764,"  7° 3'33.17""N"," 73° 9'7.94""W",1694.3,7.52,26.1,26.6,3.51,133.0,50.2,563,5.5,35.1,-,0.28,0.128,10.1,42.3,19.3,332,35.6,-,-,-,-,-,160000,92000,0.42,RF-F-02_RF-G-02A /  RF-G-02A_RF-G-01,6.219
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-01,12/01/2016 12:00:00 AM,2016-12-01T00:00:00,,701,"  7° 3'53.70""N"," 73° 9'54.01""W",1775.7,7.54,28.3,29.7,2.61,119.0,41.4,517,4.9,28.7,-,0.17,0.079,7.5,34.5,19.5,340,28.9,-,-,-,-,-,540000,210000,0.41,RF-G-02A_RF-G-01,2.608
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-01,12/01/2016 12:00:00 AM,2016-12-01T00:00:00,,779,"  7° 3'54.54""N"," 73° 7'10.46""W",118,7.57,30.7,23.5,3.54,<15,2.2,315,0.8,6.99,-,1.37,0.47,<6.3,<10,<10,210,5.44,-,-,-,-,-,9200,490,0.62,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-01,12/01/2016 12:00:00 AM,2016-12-01T00:00:00,,819," 7° 3'28.82""N"," 73° 6'18.48""W",176,6.99,26.5,23,6.4,<15,3.6,311,0.3,6.51,-,1.33,0.815,<6.3,<10,<10,212,6.04,-,-,-,-,-,9200,3500,0.67,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-02,12/01/2016 12:00:00 AM,2016-12-01T00:00:00,,913,"  7° 5'5.92""N"," 73° 5'2.73""W",175,7.34,24.1,23.3,5.41,20.9,8.5,336,0.4,2.83,-,0.22,0.09,<6.3,<10,<10,160,9.6,-,-,-,-,-,54000,7000,0.55,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-02,12/01/2016 12:00:00 AM,2016-12-01T00:00:00,,897,"  7° 3'25.31""N"," 73° 4'58.74""W",65,7.63,20.7,21,7.08,<15,2.1,212.3,0.1,2.16,-,1.09,0.015,<6.3,<10,<10,154,4.95,-,-,-,-,-,1100,130,0.83,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Flora,QLF-B-01,12/01/2016 12:00:00 AM,2016-12-02T00:00:00,,1009,"  7° 7'9.27""N"," 73° 6'17.28""W",66,7.67,20.9,19.7,4.92,126.0,46.1,294,2.7,18.2,-,<0.1,0.02,<6.3,38.3,22.3,192,37.5,-,-,-,-,-,790,330,0.53,QLF-B-01,1.893
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Cascada,QLC-B-01,12/01/2016 12:00:00 AM,2016-12-02T00:00:00,,947,"  7° 6'18.14""N"," 73° 6'18.88""W",17,7.54,21.3,21.6,5.31,<15,3.3,361,0.7,1.92,-,1.34,0.585,<6.3,<10,<10,190,1.88,-,-,-,-,-,230,<18,0.67,QLC-B-01,0.402
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-03,12/01/2016 12:00:00 AM,2016-12-02T00:00:00,,846,"  7° 5'35.55""N"," 73° 7'9.84""W",209,7.66,22.6,22.8,5.21,68.5,20.1,391,1.6,15,-,0.17,0.083,<6.3,92,22.5,288,71.6,-,-,-,-,-,9200,2400,0.45,QLI-B-03 /  QLI-B-03_QLI-B-02,6.556000000000001
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Macho,QM-B-01,12/01/2016 12:00:00 AM,2016-12-02T00:00:00,,827," 7° 5'30.18""N"," 73° 7'18.08""W",1.431,7.53,25,24.3,7.38,<15,6.2,256,0.4,1.91,-,1.67,0.245,<6.3,<10,<10,162,1.97,-,-,-,-,-,2400,20,0.76,QMB-B-01,0.158
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Guacamaya,QG-B-01,12/01/2016 12:00:00 AM,2016-12-02T00:00:00,,845,"  7° 5'33.63""N"," 73° 7'23.76""W",5,7.37,22.4,23.1,2.75,48.1,18.4,417,1.3,7.41,-,0.4,0.011,<6.3,<10,<10,238,4.82,-,-,-,-,-,3500,790,0.49,QG-B-01,0.083
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-02,12/01/2016 12:00:00 AM,2016-12-02T00:00:00,,743,"  7° 4'58.93""N"," 73° 9'8.89""W",183,7.93,24.8,24.5,6.2,44.9,15,475,1.1,12.3,-,0.48,0.16,<6.3,12.2,<10,262,12.2,-,-,-,-,-,9200,9200,0.54,QLI-B-03_QLI-B-02 /  QLI-B-02_QLI-G-01,6.853
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Carrasco,QC-B-01,12/01/2016 12:00:00 AM,2016-12-02T00:00:00,,758,"  7° 4'58.23""N"," 73° 9'9.33""W",0.255,8.46,26.3,26.7,0,808.0,297,5710,5.3,367,-,0.18,<0.005,<6.3,95,47.0,418,90.1,-,-,-,-,-,13000,200,0.46,QC-B-01,0.02
